birthplace,plays,name,weight,url,country,height,date_of_birth,current_rank,previous_rank,residence,tournaments,points
,,"Kim, Dabin",,http://www.wtatennis.com/players/player/20868/title/dabin-kim,KOR,,02-Jan-97,789,783,,10,19
,,"Kremen, Ilona",,http://www.wtatennis.com/players/player/17062/title/ilona-kremen,BLR,,18-Jan-94,790,784,,12,19
,,"Deigman, Laura",,http://www.wtatennis.com/players/player/17623/title/laura-deigman,GBR,,21-May-93,791,785,,12,19
,,"Zalabska, Zuzana",,http://www.wtatennis.com/players/player/10743/title/zuzana-zalabska,CZE,,24-Nov-85,792,786,,3,19
,,"Di Lorenzo, Francesca",,http://www.wtatennis.com/players/player/25944/title/francesca-di-lorenzo,USA,,22-Jul-97,792,786,,3,19
,,"Urzhumova, Valeriya",,http://www.wtatennis.com/players/player/22681/title/valeriya-urzhumova,RUS,,06-May-97,794,788,,4,19
,,"Cao, Siqi",,http://www.wtatennis.com/players/player/26129/title/siqi-cao,CHN,,17-Jan-99,795,789,,5,19
"Bonn, Germany",Left-handed (one-handed backhand),"Kimmelmann, Julia",175,http://www.wtatennis.com/players/player/16170/title/julia-kimmelmann,GER,1.79,12-Oct-93,796,791,"Aachen, Germany",7,19
,,"Shamayko, Marina",,http://www.wtatennis.com/players/player/10890/title/marina-shamayko,RUS,,03-Aug-87,797,792,,9,19
,,"Chimura, Natsumi",,http://www.wtatennis.com/players/player/19231/title/natsumi-chimura,JPN,,20-Jul-95,798,793,,9,19
,,"Neffa De Los Rios, Ana Paula",,http://www.wtatennis.com/players/player/21288/title/ana-paula-neffa-de-los-rios,PAR,,17-Jan-97,799,794,,10,19
,,"Rossi, Nathalia",,http://www.wtatennis.com/players/player/10934/title/nathalia-rossi,BRA,,28-Apr-89,800,795,,10,19
,,"Segarelli, Francesca",,http://www.wtatennis.com/players/player/11922/title/francesca-segarelli,DOM,,05-Sep-90,801,797,,11,19
,,"Suvrijn, Jade",,http://www.wtatennis.com/players/player/16368/title/jade-suvrijn,FRA,,27-Apr-95,802,812,,12,19
,,"Kordolaimi, Eleni",,http://www.wtatennis.com/players/player/15086/title/eleni-kordolaimi,GRE,,07-Mar-93,803,816,,13,19
,,"Sharma, Astra",,http://www.wtatennis.com/players/player/19908/title/astra-sharma,AUS,,11-Sep-95,804,801,,3,18
,,"Price, Caroline",,http://www.wtatennis.com/players/player/16319/title/caroline-price,USA,,13-Mar-93,804,801,,3,18
,,"Wei, Zhanlan",,http://www.wtatennis.com/players/player/22312/title/zhanlan-wei,CHN,,05-Jan-98,806,803,,4,18
,,"Lumsden, Maia",,http://www.wtatennis.com/players/player/21404/title/maia-lumsden,GBR,,10-Jan-98,807,804,,5,18
,,"McKenzie, Kylie",,http://www.wtatennis.com/players/player/23839/title/kylie-mckenzie,USA,,21-Mar-99,808,806,,6,18
,,"Zagorac, Eva",,http://www.wtatennis.com/players/player/17594/title/eva-zagorac,SLO,,15-Nov-95,809,807,,7,18
,,"Leon, Sabastiani",,http://www.wtatennis.com/players/player/25268/title/sabastiani-leon,MEX,,23-Mar-92,810,808,,7,18
,,"Intert, Amelie",,http://www.wtatennis.com/players/player/19888/title/amelie-intert,GER,,30-Jun-96,811,809,,7,18
,,"Bejenaru, Karola",,http://www.wtatennis.com/players/player/21275/title/karola-bejenaru,ROU,,29-Jun-97,812,834,,8,18
,,"Sharifova, Ksenija",,http://www.wtatennis.com/players/player/19230/title/ksenija-sharifova,RUS,,01-May-96,813,810,,10,18
,,"Chamarthi, Sai",,http://www.wtatennis.com/players/player/19164/title/sai-chamarthi,IND,,17-Jan-95,813,810,,10,18
,,"Fayol, Clemence",,http://www.wtatennis.com/players/player/19582/title/clemence-fayol,FRA,,01-Nov-94,815,821,,10,18
,,"Salas, Emmanuelle",,http://www.wtatennis.com/players/player/21594/title/emmanuelle-salas,FRA,,20-Apr-98,816,824,,11,18
,,"Marinkovic, Bojana",,http://www.wtatennis.com/players/player/19919/title/bojana-marinkovic,SRB,,30-Oct-96,817,813,,11,18
,,"Kurz, Karoline",,http://www.wtatennis.com/players/player/19633/title/karoline-kurz,AUT,,21-May-96,818,825,,14,18
,,"Zlatanova, Vivian",,http://www.wtatennis.com/players/player/21322/title/vivian-zlatanova,BUL,,09-Nov-97,819,805,,5,17
,,"Gravouil, Theo",,http://www.wtatennis.com/players/player/21903/title/theo-gravouil,FRA,,30-Jul-98,820,829,,5,17
,,"Kim, Da Hye",,http://www.wtatennis.com/players/player/18432/title/da-hye-kim,KOR,,25-Apr-96,821,817,,5,17
,,"Rioux, Lisa-Marie",,http://www.wtatennis.com/players/player/24364/title/lisa-marie-rioux,JPN,,01-May-97,822,818,,6,17
,,"Wikkerink, Janneke",,http://www.wtatennis.com/players/player/21448/title/janneke-wikkerink,NED,,17-Oct-92,823,819,,7,17
"Ljubljana, Slovenia",Right-handed,"Rampre, Petra",139,http://www.wtatennis.com/players/player/6990/title/petra-rampre,SLO,1.7,20-Jan-80,824,730,"Ziri, Slovenia",7,17
,,"Cabrera, Lizette",,http://www.wtatennis.com/players/player/20468/title/lizette-cabrera,AUS,,19-Dec-97,825,820,,8,17
,,"Mihaila, Ana Bianca",,http://www.wtatennis.com/players/player/20264/title/ana-bianca-mihaila,ROU,,05-Oct-96,826,822,,9,17
,,"Lucero, Carla",,http://www.wtatennis.com/players/player/14342/title/carla-lucero,ARG,,26-Oct-90,826,822,,9,17
,,"Pradova, Martina",,http://www.wtatennis.com/players/player/14257/title/martina-pradova,CZE,,27-Jan-91,828,813,,10,17
,,"Krejsova, Petra",,http://www.wtatennis.com/players/player/14377/title/petra-krejsova,CZE,,30-Jun-90,829,827,,6,16
"Minsk, Belarus",Right-handed (two-handed backhand),"Yakimova, Anastasiya",121,http://www.wtatennis.com/players/player/9945/title/anastasiya-yakimova,BLR,1.65,01-Nov-86,830,828,"Las Palmas de Gran Canaria, Spain",3,16
,,"Frolova, Anastasia",,http://www.wtatennis.com/players/player/17997/title/anastasia-frolova,RUS,,21-Jun-94,831,830,,4,16
,,"Sema, Yurika",,http://www.wtatennis.com/players/player/10701/title/yurika-sema,JPN,,25-Dec-86,832,831,,4,16
,,"Zhu, Amy",,http://www.wtatennis.com/players/player/19929/title/amy-zhu,USA,,28-Oct-94,833,832,,6,16
,,"Rohanova, Petra",,http://www.wtatennis.com/players/player/17188/title/petra-rohanova,CZE,,14-Aug-95,834,833,,6,16
,,"Skryabina, Margarita",,http://www.wtatennis.com/players/player/25144/title/margarita-skryabina,RUS,,13-Jan-00,835,859,,6,16
,,"Kremer, Dana",,http://www.wtatennis.com/players/player/22768/title/dana-kremer,GER,,01-Sep-97,836,861,,7,16
,,"Miroshnichenko, Veronica",,http://www.wtatennis.com/players/player/23520/title/veronica-miroshnichenko,RUS,,19-Nov-97,837,836,,8,16
,,"Kuncikova, Lenka",,http://www.wtatennis.com/players/player/19313/title/lenka-kuncikova,CZE,,29-Jul-95,838,837,,8,16
"Baños, Ecuador",Right-handed (two-handed backhand),"Roemer, Charlotte",139,http://www.wtatennis.com/players/player/18454/title/charlotte-roemer,ECU,1.71,08-Jan-94,839,838,"Cunit, Spain",8,16
,,"Stadler, Nina",,http://www.wtatennis.com/players/player/20525/title/nina-stadler,SUI,,11-Oct-95,840,839,,9,16
,,"Gorches, Constanza",,http://www.wtatennis.com/players/player/22279/title/constanza-gorches,MEX,,05-Feb-98,841,840,,9,16
,,"Davesne, Kassandra",,http://www.wtatennis.com/players/player/26121/title/kassandra-davesne,FRA,,31-Jan-99,842,841,,9,16
,,"Riley, Alexandra",,http://www.wtatennis.com/players/player/14204/title/alexandra-riley,USA,,13-Apr-91,843,842,,12,16
,,"Klasen, Anna",,http://www.wtatennis.com/players/player/18052/title/anna-klasen,GER,,15-Nov-93,844,843,,12,16
,,"Ivanova, Dasha",,http://www.wtatennis.com/players/player/21478/title/dasha-ivanova,USA,,11-Oct-96,845,826,,13,16
,,"Vangelova, Ani",,http://www.wtatennis.com/players/player/14707/title/ani-vangelova,BUL,,14-Jul-93,846,850,,14,16
,,"Muramatsu, Chihiro",,http://www.wtatennis.com/players/player/24515/title/chihiro-muramatsu,JPN,,22-May-98,847,844,,7,15
,,"Cheapchandej, Patcharin",,http://www.wtatennis.com/players/player/20948/title/patcharin-cheapchandej,THA,,13-Dec-94,848,845,,6,15
,,"Kajevic, Ena",,http://www.wtatennis.com/players/player/19891/title/ena-kajevic,CRO,,12-Jun-96,849,835,,6,15
,,"Ploskina, Helen",,http://www.wtatennis.com/players/player/20148/title/helen-ploskina,UKR,,20-Apr-97,850,846,,7,15
,,"Tehrani, Tina",,http://www.wtatennis.com/players/player/21980/title/tina-tehrani,USA,,31-Aug-92,851,1039,,8,15
,,"Ferrero, Melina",,http://www.wtatennis.com/players/player/14903/title/melina-ferrero,ARG,,07-Sep-92,851,847,,8,15
,,"Gatica, Barbara",,http://www.wtatennis.com/players/player/21429/title/barbara-gatica,CHI,,16-Aug-96,853,895,,8,15
,,"Szupper, Marlies",,http://www.wtatennis.com/players/player/19723/title/marlies-szupper,AUT,,02-Jun-95,854,868,,10,15
,,"Tona, Miriana",,http://www.wtatennis.com/players/player/16684/title/miriana-tona,ITA,,09-Jan-95,855,872,,11,15
,,"Carruthers, Steffi",,http://www.wtatennis.com/players/player/18418/title/steffi-carruthers,SAM,,24-May-93,855,848,,11,15
"Valencia, Spain",Right-handed (two-handed forehand and backhand),"Parra Santonja, Arantxa",134 1/2,http://www.wtatennis.com/players/player/6636/title/arantxa-parra-santonja,ESP,1.76,09-Nov-82,857,852,"Barcelona, Spain",1,14
,,"Folts, Arina",,http://www.wtatennis.com/players/player/19091/title/arina-folts,UZB,,01-Jan-97,858,853,,10,14
,,"Brodsky, Gail",,http://www.wtatennis.com/players/player/13008/title/gail-brodsky,USA,,05-Jun-91,859,854,,3,14
,,"Craciun, Georgia",,http://www.wtatennis.com/players/player/24826/title/georgia-craciun,ROU,,14-Jul-99,860,855,,3,14
,,"Luknarova, Zuzana",,http://www.wtatennis.com/players/player/15209/title/zuzana-luknarova,SVK,,01-Jul-91,861,856,,5,14
,,"Bouzo Zanotti, Noelia",,http://www.wtatennis.com/players/player/23029/title/noelia-bouzo-zanotti,ESP,,06-Sep-99,861,856,,5,14
,,"Boulais, Isabelle",,http://www.wtatennis.com/players/player/25007/title/isabelle-boulais,CAN,,12-Apr-00,863,858,,5,14
,,"Jeong, Sunam",,http://www.wtatennis.com/players/player/24894/title/sunam-jeong,KOR,,06-Jun-96,864,860,,6,14
,,"Razafindranaly, Julie",,http://www.wtatennis.com/players/player/23089/title/julie-razafindranaly,FRA,,14-Mar-97,865,862,,7,14
,,"Jeong, Yeong Won",,http://www.wtatennis.com/players/player/19271/title/yeong-won-jeong,KOR,,10-Feb-96,866,863,,7,14
,,"Bucsa, Cristina",,http://www.wtatennis.com/players/player/22184/title/cristina-bucsa,ESP,,01-Jan-98,867,864,,8,14
,,"Hofer, Verena",,http://www.wtatennis.com/players/player/20870/title/verena-hofer,ITA,,02-Sep-97,868,865,,9,14
,,"Grajdek, Kim",,http://www.wtatennis.com/players/player/13900/title/kim-grajdek,GER,,30-Mar-91,869,866,,9,14
,,"Ainitdinova, Gozal",,http://www.wtatennis.com/players/player/22416/title/gozal-ainitdinova,KAZ,,22-Aug-98,869,866,,9,14
,,"Eklund, Mia",,http://www.wtatennis.com/players/player/18029/title/mia-eklund,FIN,,30-Oct-94,871,870,,10,14
,,"Burman, Shivika",,http://www.wtatennis.com/players/player/12176/title/shivika-burman,IND,,21-Oct-89,871,870,,10,14
"Ceuta, Spain",Right-handed (two-handed backhand),"Parres Azcoitia, Olga",,http://www.wtatennis.com/players/player/16407/title/olga-parres-azcoitia,ESP,,26-Mar-93,873,872,"Ceuta, Spain",10,14
,,"Fomina, Alona",,http://www.wtatennis.com/players/player/13382/title/alona-fomina,UKR,,05-Jul-89,874,849,,11,14
,,"Peckl, Kerstin",,http://www.wtatennis.com/players/player/17420/title/kerstin-peckl,AUT,,02-Sep-89,875,851,,13,14
"Ota City, Japan",Right-handed (two-handed forehand and backhand),"Morita, Ayumi",119,http://www.wtatennis.com/players/player/12089/title/ayumi-morita,JPN,1.64,11-Mar-90,876,874,"Ota City, Japan",3,13
,,"Botto, Bianca",,http://www.wtatennis.com/players/player/14919/title/bianca-botto,PER,,06-Jun-91,877,875,,5,13
,,"Sebov, Katherine",,http://www.wtatennis.com/players/player/23365/title/katherine-sebov,CAN,,05-Jan-99,878,877,,5,13
,,"Li, Yixuan",,http://www.wtatennis.com/players/player/24321/title/yixuan-li,CHN,,19-Apr-97,879,879,,8,13
,,"Hong, Hyun Hui",,http://www.wtatennis.com/players/player/15177/title/hyun-hui-hong,KOR,,27-Dec-91,880,880,,5,13
,,"Zheng, Wushuang",,http://www.wtatennis.com/players/player/22390/title/wushuang-zheng,CHN,,29-Nov-98,881,881,,6,13
,,"Molnar, Sonja",,http://www.wtatennis.com/players/player/15376/title/sonja-molnar,CAN,,29-Apr-90,882,882,,2,13
,,"Jacobs, Lesedi",,http://www.wtatennis.com/players/player/23323/title/lesedi-jacobs,NAM,,01-Oct-97,882,882,,2,13
,,"Vale Costa, Joana",,http://www.wtatennis.com/players/player/17566/title/joana-vale-costa,POR,,31-Oct-95,884,884,,3,13
,,"Fusinato, Francesca",,http://www.wtatennis.com/players/player/18063/title/francesca-fusinato,ITA,,17-Jun-94,885,885,,4,13
,,"Morales, Melissa",,http://www.wtatennis.com/players/player/12517/title/melissa-morales,GUA,,04-Dec-90,886,886,,4,13
,,"Kang, Seo-Kyung",,http://www.wtatennis.com/players/player/14229/title/seo-kyung-kang,KOR,,29-Jan-89,886,886,,4,13
,,"Morderger, Tayisiya",,http://www.wtatennis.com/players/player/19090/title/tayisiya-morderger,GER,,07-Mar-97,888,914,,5,13
,,"Bua, Tatiana",,http://www.wtatennis.com/players/player/13927/title/tatiana-bua,ARG,,19-Jan-90,889,888,,5,13
,,"Schmidt, Mara",,http://www.wtatennis.com/players/player/16312/title/mara-schmidt,USA,,22-Feb-92,890,915,,5,13
,,"Cervera-Vazquez, Lucia",,http://www.wtatennis.com/players/player/13492/title/lucia-cervera-vazquez,ESP,,24-Apr-91,891,889,,6,13
,,"Drew, Jazzamay",,http://www.wtatennis.com/players/player/16888/title/jazzamay-drew,GBR,,19-Jul-94,892,890,,6,13
,,"Mendez, Seone",,http://www.wtatennis.com/players/player/23553/title/seone-mendez,AUS,,15-May-99,893,892,,7,13
,,"Munozova, Anette",,http://www.wtatennis.com/players/player/14889/title/anette-munozova,SWE,,01-Aug-91,894,893,,7,13
,,"Guttormsen, Karyn",,http://www.wtatennis.com/players/player/22320/title/karyn-guttormsen,USA,,12-Sep-94,894,893,,7,13
,,"Gorlats, Valeria",,http://www.wtatennis.com/players/player/23469/title/valeria-gorlats,EST,,31-Mar-98,894,923,,7,13
,,"Hanatani, Nagi",,http://www.wtatennis.com/players/player/20432/title/nagi-hanatani,JPN,,07-Mar-95,897,896,,8,13
,,"Svinos, Angelique",,http://www.wtatennis.com/players/player/20406/title/angelique-svinos,AUS,,25-Jan-96,898,897,,8,13
,,"Cakarevic, Sara",,http://www.wtatennis.com/players/player/24092/title/sara-cakarevic,FRA,,12-Mar-97,899,898,,8,13
,,"Ottomano, Sara",,http://www.wtatennis.com/players/player/20929/title/sara-ottomano,SUI,,06-Mar-96,900,899,,9,13
,,"Drazic, Mariana",,http://www.wtatennis.com/players/player/17659/title/mariana-drazic,CRO,,08-Jan-95,901,900,,11,13
"Timisoara, Romania",Right-handed (two-handed backhand),"Gallovits-Hall, Edina",117,http://www.wtatennis.com/players/player/3143/title/edina-gallovits-hall,USA,1.65,10-Dec-84,902,800,"Atlanta, GA, USA",2,12
"St. Etienne, France",Right-handed (two-handed backhand),"Rezai, Aravane",137,http://www.wtatennis.com/players/player/11081/title/aravane-rezai,FRA,1.65,14-Mar-87,903,901,"Neuchatel, Switzerland",3,12
,,"Brown, Lucy",,http://www.wtatennis.com/players/player/15886/title/lucy-brown,GBR,,11-Jan-93,904,876,,7,12
,,"Puig Caballero, Blanca",,http://www.wtatennis.com/players/player/22824/title/blanca-puig-caballero,ESP,,03-Oct-98,905,902,,1,12
,,"Gamarra Martins, Ingrid",,http://www.wtatennis.com/players/player/20670/title/ingrid-gamarra-martins,BRA,,22-Aug-96,905,902,,1,12
"Craiova, Romania",,"Bogdan, Elena",157,http://www.wtatennis.com/players/player/13514/title/elena-bogdan,ROU,1.83,28-Mar-92,907,904,"Bucharest, Romania",9,12
,,"Alves, Carolina M.",,http://www.wtatennis.com/players/player/19376/title/carolina-m-alves,BRA,,23-Apr-96,908,905,,11,12
,,"Eidukonyte, Joana",,http://www.wtatennis.com/players/player/17962/title/joana-eidukonyte,LTU,,02-Oct-94,909,907,,1,12
,,"Andrei, Laura Ioana",,http://www.wtatennis.com/players/player/11548/title/laura-ioana-andrei,ROU,,31-May-88,909,907,,1,12
,,"Masarova, Rebeka",,http://www.wtatennis.com/players/player/23209/title/rebeka-masarova,SUI,,06-Aug-99,911,909,,2,12
,,"Zhao, Xiaoxi",,http://www.wtatennis.com/players/player/27680/title/xiaoxi-zhao,CHN,,27-Dec-00,912,910,,3,12
,,"Steur, Julyette",,http://www.wtatennis.com/players/player/25274/title/julyette-steur,GER,,28-Jul-95,913,913,,3,12
,,"Shibahara, Ena",,http://www.wtatennis.com/players/player/23856/title/ena-shibahara,USA,,12-Feb-98,914,915,,4,12
,,"Vega, Constanza",,http://www.wtatennis.com/players/player/17685/title/constanza-vega,ARG,,24-Sep-95,915,1025,,4,12
,,"Rosca, Andreea",,http://www.wtatennis.com/players/player/22427/title/andreea-rosca,ROU,,20-Mar-99,915,917,,4,12
,,"Guerrero Alvarez, Eva",,http://www.wtatennis.com/players/player/23601/title/eva-guerrero-alvarez,ESP,,04-Sep-99,915,917,,4,12
,,"Silich, Alina",,http://www.wtatennis.com/players/player/20130/title/alina-silich,RUS,,10-Jul-96,918,919,,5,12
,,"Wong, Keri",,http://www.wtatennis.com/players/player/11451/title/keri-wong,USA,,25-Dec-89,919,920,,5,12
,,"Appleton, Emily",,http://www.wtatennis.com/players/player/25204/title/emily-appleton,GBR,,01-Sep-99,920,921,,5,12
,,"Perez-Somarriba, Estela",,http://www.wtatennis.com/players/player/23693/title/estela-perez-somarriba,ESP,,25-Jul-98,921,923,,6,12
,,"Bekker, Kseniia",,http://www.wtatennis.com/players/player/21164/title/kseniia-bekker,RUS,,12-Feb-97,921,923,,6,12
,,"Crivelletto, Jessica",,http://www.wtatennis.com/players/player/24329/title/jessica-crivelletto,SUI,,25-Nov-98,923,926,,7,12
,,"Munera Sanchez, Sofia",,http://www.wtatennis.com/players/player/23266/title/sofia-munera-sanchez,COL,,07-May-99,924,927,,3,11
,,"Altick, Frances",,http://www.wtatennis.com/players/player/22629/title/frances-altick,USA,,22-Feb-94,925,928,,4,11
,,"Scandalis, Zoe Gwen",,http://www.wtatennis.com/players/player/15665/title/zoe-gwen-scandalis,USA,,21-Sep-93,926,929,,7,11
,,"Li, Yuenu",,http://www.wtatennis.com/players/player/21608/title/yuenu-li,CHN,,14-Jul-98,927,930,,8,11
,,"Wang, Dan Ni",,http://www.wtatennis.com/players/player/15539/title/dan-ni-wang,CHN,,12-Jun-93,928,931,,10,11
,,"Tere-Apisah, Abigail",,http://www.wtatennis.com/players/player/19968/title/abigail-tere-apisah,PNG,,13-Jul-92,929,932,,2,11
,,"McCarthy, Kaitlyn",,http://www.wtatennis.com/players/player/21412/title/kaitlyn-mccarthy,USA,,04-Dec-97,929,910,,2,11
,,"Chang, Hanna",,http://www.wtatennis.com/players/player/22908/title/hanna-chang,USA,,25-Feb-98,931,933,,2,11
,,"Ogut, Inci",,http://www.wtatennis.com/players/player/23115/title/inci-ogut,TUR,,06-Sep-99,932,934,,4,11
,,"Collie, Nicole",,http://www.wtatennis.com/players/player/16930/title/nicole-collie,AUS,,13-Jan-94,933,935,,4,11
,,"Maciejewska, Zuzanna",,http://www.wtatennis.com/players/player/17614/title/zuzanna-maciejewska,POL,,19-Jan-95,934,936,,4,11
,,"Kazionova, Ekaterina",,http://www.wtatennis.com/players/player/24680/title/ekaterina-kazionova,RUS,,13-Jan-99,935,937,,5,11
,,"Fuentes, Camila",,http://www.wtatennis.com/players/player/18255/title/camila-fuentes,MEX,,29-Sep-95,935,937,,5,11
"Moscow, Russia",Right-handed (two-handed backhand),"Dolonc, Vesna",137,http://www.wtatennis.com/players/player/12874/title/vesna-dolonc,SRB,1.7,21-Jul-89,935,937,"Moscow, Russia",5,11
,,"Torelli, Beatrice",,http://www.wtatennis.com/players/player/21111/title/beatrice-torelli,ITA,,04-Sep-97,938,940,,5,11
,,"Rudakova, Anastasia",,http://www.wtatennis.com/players/player/17353/title/anastasia-rudakova,RUS,,09-Nov-94,938,940,,5,11
"Porto, Portugal",Left-handed (two-handed backhand),"Koehler, Maria Joao",150,http://www.wtatennis.com/players/player/13924/title/maria-joao-koehler,POR,1.74,08-Oct-92,938,922,"Porto, Portugal",5,11
,,"Husaric, Anita",,http://www.wtatennis.com/players/player/16132/title/anita-husaric,BIH,,27-Jun-94,941,942,,5,11
,,"Gabric, Anna",,http://www.wtatennis.com/players/player/24272/title/anna-gabric,GER,,25-May-98,942,891,,6,11
,,"Lombardo, Beatrice",,http://www.wtatennis.com/players/player/18170/title/beatrice-lombardo,ITA,,15-Feb-96,943,943,,6,11
,,"Klasen, Charlotte",,http://www.wtatennis.com/players/player/19726/title/charlotte-klasen,GER,,09-Oct-95,944,944,,7,11
,,"Chiesa, Deborah",,http://www.wtatennis.com/players/player/19482/title/deborah-chiesa,ITA,,13-Jun-96,945,945,,7,11
,,"Wolff, Vivian",,http://www.wtatennis.com/players/player/22954/title/vivian-wolff,GER,,08-Oct-98,946,947,,8,11
