"","gender","current_rank","previous_rank","name","plays","height","weight","date_of_birth","country","birthplace","residence","tournaments","points","url"
"1724","male",394,399,"Edward Corrie",NA,NA,NA,"1988-02-21","GBR","","",19,111,"http://www.atpworldtour.com/en/players/edward-corrie/ca71/overview"
"1725","male",395,386,"Karim-Mohamed Maamoun ","Right",175,161,"1991-04-09","EGY","Giza, Egypt","Egypt",24,111,"http://www.atpworldtour.com/en/players/karim-mohamed-maamoun/mj70/overview"
"1726","male",396,396,"Patricio Heras","Right",183,159,"1989-01-21","ARG","Río Cuarto, Córdoba","Buenos Aires, Argentina",21,110,"http://www.atpworldtour.com/en/players/patricio-heras/h924/overview"
"1727","male",397,393,"Maximilian Neuchrist","Right",NA,NA,"1991-07-22","AUT","","",21,110,"http://www.atpworldtour.com/en/players/maximilian-neuchrist/n663/overview"
"1728","male",398,398,"Andrea Collarini","Left",185,176,"1992-01-31","ARG","New York, NY, USA","Buenos Aires, Argentina",16,109,"http://www.atpworldtour.com/en/players/andrea-collarini/cc66/overview"
"1729","male",399,412,"Peter Polansky","Right",183,176,"1988-06-15","CAN","North York, Canada","Thornhill, Ontario, Canada",14,108,"http://www.atpworldtour.com/en/players/peter-polansky/pb22/overview"
"1730","male",400,402,"Hiroyasu Ehara",NA,NA,NA,"1991-06-18","JPN","","",19,108,"http://www.atpworldtour.com/en/players/hiroyasu-ehara/e757/overview"
"1731","male",401,403,"Petru-Alexandru Luncanu","Left",185,176,"1989-05-07","ROU","Bucharest, Romania","Bucharest, Romania",22,108,"http://www.atpworldtour.com/en/players/petru-alexandru-luncanu/l872/overview"
"1732","male",402,397,"Kirill Dmitriev","Right",191,185,"1991-08-09","RUS","Ufa","Spain/Russia",25,108,"http://www.atpworldtour.com/en/players/kirill-dmitriev/d960/overview"
"1733","male",403,423,"Federico Coria","Right",NA,NA,"1992-03-09","ARG","Rosario, Argentina","Santa Fe, Argentina",25,108,"http://www.atpworldtour.com/en/players/federico-coria/ce77/overview"
"1734","male",404,405,"Clement Geens","Right",180,150,"1996-03-11","BEL","Uccle","",29,108,"http://www.atpworldtour.com/en/players/clement-geens/gf08/overview"
"1735","male",405,406,"Prajnesh Gunneswaran",NA,NA,NA,"1989-11-12","IND","Chennai, India","Chennai, India",16,107,"http://www.atpworldtour.com/en/players/prajnesh-gunneswaran/ga94/overview"
"1736","male",406,444,"Temur Ismailov",NA,NA,NA,"1995-01-14","UZB","","",19,107,"http://www.atpworldtour.com/en/players/temur-ismailov/i286/overview"
"1737","male",407,407,"Deiton Baughman",NA,NA,NA,"1996-04-23","USA","","",23,107,"http://www.atpworldtour.com/en/players/deiton-baughman/bm19/overview"
"1738","male",408,409,"Romain Barbosa","Right",185,187,"1994-04-17","POR","Sambreville, Belgium","Namur",29,106,"http://www.atpworldtour.com/en/players/romain-barbosa/bl05/overview"
"1739","male",409,411,"Jan Choinski","Right",196,176,"1996-06-10","GER","Koblenz, Germany","Germany",31,106,"http://www.atpworldtour.com/en/players/jan-choinski/ch12/overview"
"1740","male",410,413,"Clay Thompson","Right",198,190,"1992-05-04","USA","Venice Beach, CA, USA","Venice Beach, CA, USA",18,105,"http://www.atpworldtour.com/en/players/clay-thompson/tb84/overview"
"1741","male",411,414,"Sumit Nagal","Right",178,150,"1997-08-16","IND","Haryana, India","New Delhi, India",19,105,"http://www.atpworldtour.com/en/players/sumit-nagal/n897/overview"
"1742","male",412,416,"Oscar Otte","Right",196,181,"1993-07-16","GER","Köln, Germany","Köln, Germany",26,105,"http://www.atpworldtour.com/en/players/oscar-otte/o449/overview"
"1743","male",413,437,"Cem Ilkel","Right",185,174,"1995-08-21","TUR","Istanbul, Turkey","Istanbul, Turkey",28,105,"http://www.atpworldtour.com/en/players/cem-ilkel/i306/overview"
"1744","male",414,356,"Juan Carlos Saez",NA,NA,NA,"1991-08-05","CHI","","",24,104,"http://www.atpworldtour.com/en/players/juan-carlos-saez/sl85/overview"
"1745","male",415,417,"Kevin Krawietz","Right",191,183,"1992-01-24","GER","Coburg, Germany","Coburg, Germany",25,104,"http://www.atpworldtour.com/en/players/kevin-krawietz/kb92/overview"
"1746","male",416,418,"Laurent Rochette","Right",183,174,"1988-02-05","FRA","Bordeaux, France","Paris, France",14,103,"http://www.atpworldtour.com/en/players/laurent-rochette/r822/overview"
"1747","male",417,394,"Stefano Napolitano","Right",196,198,"1995-04-11","ITA","Biella, Italy","Pollone, Italy",22,103,"http://www.atpworldtour.com/en/players/stefano-napolitano/n679/overview"
"1748","male",418,420,"Julien Dubail","Right",193,172,"1988-02-14","BEL","Namur, Belgium","Gelbressee, Belgium",30,103,"http://www.atpworldtour.com/en/players/julien-dubail/d808/overview"
"1749","male",419,421,"Zhizhen Zhang","Right",193,192,"1996-10-16","CHN","Shanghai, China","Shanghai, China",15,101,"http://www.atpworldtour.com/en/players/zhizhen-zhang/z371/overview"
"1750","male",420,415,"Marc Giner",NA,NA,NA,"1991-06-18","ESP","","",19,101,"http://www.atpworldtour.com/en/players/marc-giner/gb71/overview"
"1751","male",421,410,"Kento Takeuchi",NA,NA,NA,"1987-12-19","JPN","","Japan",28,101,"http://www.atpworldtour.com/en/players/kento-takeuchi/t885/overview"
"1752","male",422,424,"Mackenzie McDonald","Right",178,145,"1995-04-16","USA","Berkeley, California","Piedmont, California",11,100,"http://www.atpworldtour.com/en/players/mackenzie-mcdonald/mk66/overview"
"1753","male",423,422,"Finn Tearney","Right",183,176,"1990-09-27","NZL","Auckland","Wellington, New Zealand",21,99,"http://www.atpworldtour.com/en/players/finn-tearney/ta04/overview"
"1754","male",424,429,"Vladimir Ivanov","Right",NA,NA,"1987-04-10","EST","","",20,98,"http://www.atpworldtour.com/en/players/vladimir-ivanov/i067/overview"
"1755","male",425,474,"Bastian Malla",NA,NA,NA,"1996-09-22","CHI","","",24,98,"http://www.atpworldtour.com/en/players/bastian-malla/mm24/overview"
"1756","male",426,430,"Antoine Escoffier",NA,NA,NA,"1992-02-29","FRA","","",25,98,"http://www.atpworldtour.com/en/players/antoine-escoffier/e768/overview"
"1757","male",427,431,"Vladyslav Manafov",NA,NA,NA,"1993-04-22","UKR","","",25,98,"http://www.atpworldtour.com/en/players/vladyslav-manafov/mm54/overview"
"1758","male",428,432,"Javier Marti","Right",NA,NA,"1992-01-11","ESP","","",16,97,"http://www.atpworldtour.com/en/players/javier-marti/mi08/overview"
"1759","male",429,419,"Markus Eriksson","Right",188,176,"1989-11-29","SWE","Gothenburg, Sweden","Gothenburg, Sweden",22,97,"http://www.atpworldtour.com/en/players/markus-eriksson/e688/overview"
"1760","male",430,433,"Filip Peliwo","Right",180,154,"1994-01-30","CAN","Vancouver, Canada","Montreal, Canada",22,97,"http://www.atpworldtour.com/en/players/filip-peliwo/pf65/overview"
"1761","male",431,436,"Juan Pablo Paz","Right",170,NA,"1995-01-04","ARG","","",25,97,"http://www.atpworldtour.com/en/players/juan-pablo-paz/pg69/overview"
"1762","male",432,435,"Maxime Authom",NA,NA,0,"1987-03-29","BEL","","",19,96,"http://www.atpworldtour.com/en/players/maxime-authom/a789/overview"
"1763","male",433,438,"Mats Moraing","Left",198,185,"1992-06-20","GER","Mülheim an der Ruhr","Mülheim an der Ruhr",16,95,"http://www.atpworldtour.com/en/players/mats-moraing/mj71/overview"
"1764","male",434,439,"Bradley Mousley","Right",188,181,"1996-01-03","AUS","Modbury, South Australia","Adelaide, Australia",23,95,"http://www.atpworldtour.com/en/players/bradley-mousley/mn44/overview"
"1765","male",435,440,"Ricardo Ojeda Lara","Right",180,168,"1993-01-26","ESP","El Puerto de Santa Marfa","Valencia, Spain",28,95,"http://www.atpworldtour.com/en/players/ricardo-ojeda-lara/o408/overview"
"1766","male",436,343,"Kevin King","Left",191,190,"1991-02-28","USA","Peachtree City, Georgia","Peachtree City, Georgia",11,94,"http://www.atpworldtour.com/en/players/kevin-king/kb14/overview"
"1767","male",437,441,"Christopher Heyman",NA,NA,NA,"1993-10-08","BEL","","",24,94,"http://www.atpworldtour.com/en/players/christopher-heyman/hb67/overview"
"1768","male",438,442,"Christopher O'Connell","Right",183,172,"1994-06-03","AUS","Sydney, Australia","Sydney, Australia",14,93,"http://www.atpworldtour.com/en/players/christopher-oconnell/o483/overview"
"1769","male",439,426,"Tom Kocevar-Desman","Right",180,170,"1990-07-10","SLO","Ljubljana, Slovenia","Ljubljana, Slovenia",16,93,"http://www.atpworldtour.com/en/players/tom-kocevar-desman/h986/overview"
"1770","male",440,427,"Dragos Dima","Right",180,154,"1992-06-16","ROU","","",19,93,"http://www.atpworldtour.com/en/players/dragos-dima/da13/overview"
"1771","male",441,445,"Tigre Hank","Left",188,187,"1991-09-30","MEX","","",33,93,"http://www.atpworldtour.com/en/players/tigre-hank/h917/overview"
"1772","male",442,428,"Tom Jomby","Right",198,207,"1991-02-18","FRA","La Roche sur Yon, France","Paris, France",16,92,"http://www.atpworldtour.com/en/players/tom-jomby/j439/overview"
"1773","male",443,467,"Nicolas Jarry","Right",198,191,"1995-10-11","CHI","Santiago, Chile","Santiago, Chile",14,91,"http://www.atpworldtour.com/en/players/nicolas-jarry/j551/overview"
"1774","male",444,446,"Seong-chan Hong","Right",175,143,"1997-06-30","KOR","Gangwonto","",14,91,"http://www.atpworldtour.com/en/players/seong-chan-hong/hc21/overview"
"1775","male",445,447,"Yuya Kibi",NA,NA,NA,"1986-07-23","JPN","","",19,91,"http://www.atpworldtour.com/en/players/yuya-kibi/ka46/overview"
"1776","male",446,404,"Pedro Sakamoto",NA,NA,NA,"1993-06-29","BRA","","",22,91,"http://www.atpworldtour.com/en/players/pedro-sakamoto/sl94/overview"
"1777","male",447,434,"Albert Alcaraz Ivorra","Right",191,187,"1995-05-15","ESP","San Juan de Alicante, Spain","San Juan de Alicante, Spain",23,91,"http://www.atpworldtour.com/en/players/albert-alcaraz-ivorra/ab40/overview"
"1778","male",448,448,"Mardy Fish","Right",188,180,"1981-12-09","USA","Edina, Minnesota, USA","Los Angeles, California",3,90,"http://www.atpworldtour.com/en/players/mardy-fish/f339/overview"
"1779","male",449,425,"Jaume Munar","Right",183,163,"1997-05-05","ESP","Santanyi, Spain","Barcelona, Spain",16,89,"http://www.atpworldtour.com/en/players/jaume-munar/mu94/overview"
"1780","male",450,443,"Vishnu Vardhan","Right",188,185,"1987-07-27","IND","Secuderabad, India","Secuderabad, India",16,89,"http://www.atpworldtour.com/en/players/vishnu-vardhan/v505/overview"
"1781","male",451,449,"Maxime Tabatruong","Right",180,159,"1989-09-24","FRA","","",22,89,"http://www.atpworldtour.com/en/players/maxime-tabatruong/tb20/overview"
"1782","male",452,450,"Denis Shapovalov","Left",183,155,"1999-04-15","CAN","Tel Aviv","Ontario Canada",14,88,"http://www.atpworldtour.com/en/players/denis-shapovalov/su55/overview"
"1783","male",453,451,"Ivan Endara",NA,NA,NA,"1988-03-04","ECU","","",22,88,"http://www.atpworldtour.com/en/players/ivan-endara/e701/overview"
"1784","male",454,452,"Yaraslav Shyla","Right",193,190,"1993-03-05","BLR","Minsk, Belarus","Minsk, Belarus",26,88,"http://www.atpworldtour.com/en/players/yaraslav-shyla/sk97/overview"
"1785","male",455,477,"Benjamin Bonzi","Right",185,165,"1996-06-09","FRA","Nimes, France","Anduze, France",31,88,"http://www.atpworldtour.com/en/players/benjamin-bonzi/bm95/overview"
"1786","male",456,453,"Lamine Ouahab","Right",185,183,"1984-12-22","MAR","Algiers, Algeria","Barcelona, Spain",10,87,"http://www.atpworldtour.com/en/players/lamine-ouahab/o207/overview"
"1787","male",457,456,"Evgeny Karlovskiy","Right",191,187,"1994-08-07","RUS","Moscow, Russia","Moscow, Russia",23,87,"http://www.atpworldtour.com/en/players/evgeny-karlovskiy/kd87/overview"
"1788","male",458,457,"Mate Delic","Right",196,189,"1993-04-29","CRO","Split, Croatia","Split, Croatia",19,85,"http://www.atpworldtour.com/en/players/mate-delic/da89/overview"
"1789","male",459,454,"Dimitar Kutrovsky","Right",175,162,"1987-08-27","BUL","Sofia, Bulgaria","Austin, Texas",10,84,"http://www.atpworldtour.com/en/players/dimitar-kutrovsky/k918/overview"
"1790","male",460,506,"Riccardo Ghedin","Right",NA,172,"1985-12-05","ITA","Rome, Italy","Rome, Italy",14,84,"http://www.atpworldtour.com/en/players/riccardo-ghedin/g822/overview"
"1791","male",461,458,"Makoto Ochi","Left",175,143,"1996-05-03","JPN","Akashi, Hyogo, Japan","",26,84,"http://www.atpworldtour.com/en/players/makoto-ochi/o664/overview"
"1792","male",462,459,"Tommy Haas","Right",188,185,"1978-04-03","GER","Hamburg, Germany","Bradenton, Florida - LA, CA",12,83,"http://www.atpworldtour.com/en/players/tommy-haas/h355/overview"
"1793","male",463,532,"Stefanos Tsitsipas","Right",193,172,"1998-08-12","GRE","Athens, Greece","Athens, Greece",15,83,"http://www.atpworldtour.com/en/players/stefanos-tsitsipas/te51/overview"
"1794","male",464,462,"Akira Santillan","Right",178,168,"1997-05-22","JPN","Tokyo, Japan","Brisbane, Australia",18,83,"http://www.atpworldtour.com/en/players/akira-santillan/sq80/overview"
"1795","male",465,466,"Joao Domingues","Right",178,154,"1993-10-05","POR","Oliveira de Azemeis, Portugal","Porto, Portugal",22,83,"http://www.atpworldtour.com/en/players/joao-domingues/d985/overview"
"1796","male",466,463,"Andre Dome","Right",180,170,"1990-08-13","USA","Samosir Island","Arroyo Grande, CA",9,82,"http://www.atpworldtour.com/en/players/andre-dome/db49/overview"
"1797","male",467,465,"Georgi Rumenov Payakov",NA,NA,NA,"1989-12-15","ESP","","",13,82,"http://www.atpworldtour.com/en/players/georgi-rumenov-payakov/r882/overview"
"1798","male",468,468,"Sebastian Fanselow",NA,NA,NA,"1991-12-30","GER","","",17,82,"http://www.atpworldtour.com/en/players/sebastian-fanselow/f664/overview"
"1799","male",469,541,"Marc Sieber","Left",178,150,"1988-02-28","GER","Straubing, Germany","Munich",16,81,"http://www.atpworldtour.com/en/players/marc-sieber/sh37/overview"
"1800","male",470,470,"Takuto Niki",NA,NA,NA,"1987-10-12","JPN","","",24,81,"http://www.atpworldtour.com/en/players/takuto-niki/n598/overview"
"1801","male",471,471,"Kaichi Uchida",NA,NA,NA,"1994-08-23","JPN","","",29,81,"http://www.atpworldtour.com/en/players/kaichi-uchida/u120/overview"
"1802","male",472,472,"Marcos Giraldi Requena","Right",NA,NA,"1993-11-26","ESP","","",32,81,"http://www.atpworldtour.com/en/players/marcos-giraldi-requena/gd11/overview"
"1803","male",473,473,"Soon Woo Kwon","Right",180,161,"1997-12-02","KOR","Sangju","Sinbongdong",16,80,"http://www.atpworldtour.com/en/players/soon-woo-kwon/kf17/overview"
"1804","male",474,469,"Nico Matic","Right",178,168,"1992-01-01","GER","Hamburg, Germany","Hamburg, Germany",21,80,"http://www.atpworldtour.com/en/players/nico-matic/mn08/overview"
"1805","male",475,475,"Omar Giacalone","Right",183,168,"1992-01-11","ITA","Mazara del Vallo, Italy","Mazara del Vallo, Italy",24,80,"http://www.atpworldtour.com/en/players/omar-giacalone/gb94/overview"
"1806","male",476,476,"Michael Geerts","Right",180,161,"1995-01-17","BEL","Antwerp, Belgium","Antwerp, Belgium",29,80,"http://www.atpworldtour.com/en/players/michael-geerts/gg65/overview"
"1807","male",477,478,"Mikhail Elgin","Right",183,172,"1981-10-14","RUS","St. Petersburg, Russia","St. Petersburg, Russia",8,78,"http://www.atpworldtour.com/en/players/mikhail-elgin/e180/overview"
"1808","male",478,479,"Jose Statham","Right",183,158,"1987-04-25","NZL","Auckland, New Zealand","Auckland, New Zealand",15,78,"http://www.atpworldtour.com/en/players/jose-statham/sf89/overview"
"1809","male",479,480,"Marcos Giron","Right",180,165,"1993-07-24","USA","Thousand Oaks,California, USA","Thousand Oaks,California,USA",16,78,"http://www.atpworldtour.com/en/players/marcos-giron/gc88/overview"
"1810","male",480,481,"Lucas Gomez","Left",178,159,"1995-08-11","MEX","Tijuana, Mexico","Tijuana, Mexico",24,78,"http://www.atpworldtour.com/en/players/lucas-gomez/gc87/overview"
"1811","male",481,492,"Thales Turini",NA,NA,NA,"1989-07-18","BRA","","",27,78,"http://www.atpworldtour.com/en/players/thales-turini/t961/overview"
"1812","male",482,482,"David Vega Hernandez","Right",NA,NA,"1994-06-23","ESP","","",31,78,"http://www.atpworldtour.com/en/players/david-vega-hernandez/v758/overview"
"1813","male",483,483,"Ricardo Rodriguez - Pace",NA,NA,NA,"1993-04-28","VEN","","",20,77,"http://www.atpworldtour.com/en/players/ricardo-rodriguez---pace/rb00/overview"
"1814","male",484,485,"Alexandar Lazov","Left",183,152,"1990-07-09","BUL","Sofia, Bulgaria","Bulgaria",23,77,"http://www.atpworldtour.com/en/players/alexandar-lazov/l950/overview"
"1815","male",485,500,"Evgeny Elistratov","Right",193,187,"1994-12-28","RUS","Khabarovsk, Russia","Moscow, Russia",23,77,"http://www.atpworldtour.com/en/players/evgeny-elistratov/e857/overview"
"1816","male",486,484,"Luke Bambridge","Right",191,187,"1995-01-21","GBR","Nottingham, England","Nottingham, England",24,77,"http://www.atpworldtour.com/en/players/luke-bambridge/bk05/overview"
"1817","male",487,487,"Zdenek Kolar","Right",183,165,"1996-10-09","CZE","Bystrice nad Pernstejnem","Bystrice nad Pernstejnem",28,77,"http://www.atpworldtour.com/en/players/zdenek-kolar/kh56/overview"
"1818","male",488,488,"Jaroslav Pospisil","Right",178,159,"1981-02-09","CZE","Prostejov, Czech Republic","Prostejov, Czech Republic",10,76,"http://www.atpworldtour.com/en/players/jaroslav-pospisil/p605/overview"
"1819","male",489,490,"Gianni Mina","Right",185,170,"1992-02-09","FRA","Les Abymes, Guadeloupe","Paris, France",16,76,"http://www.atpworldtour.com/en/players/gianni-mina/mj89/overview"
"1820","male",490,461,"Gianluigi Quinzi","Left",191,176,"1996-02-01","ITA","Cittadella, Italy","",16,76,"http://www.atpworldtour.com/en/players/gianluigi-quinzi/q948/overview"
"1821","male",491,489,"Daniel Dutra da Silva","Left",175,159,"1988-07-05","BRA","Sao Paulo, Brazil","Sao Paulo, Brazil",16,76,"http://www.atpworldtour.com/en/players/daniel-dutra-da-silva/sg56/overview"
"1822","male",492,491,"Peter Heller","Right",188,165,"1992-08-12","GER","Cham, Germany","Cham, Germany",18,76,"http://www.atpworldtour.com/en/players/peter-heller/ha33/overview"
"1823","male",493,486,"Richard Gabb",NA,NA,NA,"1992-02-12","GBR","","",27,76,"http://www.atpworldtour.com/en/players/richard-gabb/gc36/overview"
"1824","male",494,493,"Dmitry Tursunov","Right",185,180,"1982-12-12","RUS","Moscow, Russia","Moscow, Russia",7,75,"http://www.atpworldtour.com/en/players/dmitry-tursunov/t315/overview"
"1825","male",495,494,"Stefano Travaglia",NA,185,176,"1991-12-18","ITA","","",18,75,"http://www.atpworldtour.com/en/players/stefano-travaglia/ta12/overview"
